,name,pasType,bufferVal,spacing,minh,distance,tolerance,TruePositives,FalsePositives,FalseNegatives,TrueNegatives
401,13,IN,1,50,5.940196442901604e-07,50,0,1426,393,2929,3962
402,13,TE,1,50,1.016535778812721e-06,50,0,1472,596,1186,2062
403,13,IN,1,50,1.016535778812721e-06,50,0,1426,393,2929,3962
404,13,TE,1,50,1.6093086668181623e-06,50,0,1472,596,1186,2062
405,13,IN,1,50,1.6093086668181623e-06,50,0,1426,393,2929,3962
406,13,TE,1,50,2.0779157985436884e-06,50,0,1472,596,1186,2062
407,13,IN,1,50,2.0779157985436884e-06,50,0,1426,393,2929,3962
408,13,TE,1,50,2.790339598377975e-06,50,0,1472,596,1186,2062
409,13,IN,1,50,2.790339598377975e-06,50,0,1426,393,2929,3962
410,13,TE,1,50,3.717084910976357e-06,50,0,1472,596,1186,2062
411,13,IN,1,50,3.717084910976357e-06,50,0,1426,393,2929,3962
412,13,TE,1,50,4.505954604354668e-06,50,0,1472,596,1186,2062
413,13,IN,1,50,4.505954604354668e-06,50,0,1426,393,2929,3962
414,13,TE,1,50,8.321941163168395e-06,50,0,1471,595,1187,2063
415,13,IN,1,50,8.321941163168395e-06,50,0,1426,392,2929,3963
416,13,TE,1,50,1.1018953906086284e-05,50,0,1468,595,1190,2063
417,13,IN,1,50,1.1018953906086284e-05,50,0,1426,392,2929,3963
418,13,TE,1,50,1.3402359850748068e-05,50,0,1467,595,1191,2063
419,13,IN,1,50,1.3402359850748068e-05,50,0,1424,392,2931,3963
420,13,TE,1,50,1.55044306682279e-05,50,0,1466,595,1192,2063
421,13,IN,1,50,1.55044306682279e-05,50,0,1424,392,2931,3963
422,13,TE,1,50,1.7471071247752787e-05,50,0,1466,593,1192,2065
423,13,IN,1,50,1.7471071247752787e-05,50,0,1422,391,2933,3964
424,13,TE,1,50,1.9366859082867094e-05,50,0,1465,592,1193,2066
425,13,IN,1,50,1.9366859082867094e-05,50,0,1419,391,2936,3964
426,13,TE,1,50,2.1228257879976858e-05,50,0,1464,591,1194,2067
427,13,IN,1,50,2.1228257879976858e-05,50,0,1419,390,2936,3965
428,13,TE,1,50,2.3079783295543167e-05,50,0,1464,590,1194,2068
429,13,IN,1,50,2.3079783295543167e-05,50,0,1418,390,2937,3965
430,13,TE,1,50,2.4937689210803773e-05,50,0,1462,589,1196,2069
431,13,IN,1,50,2.4937689210803773e-05,50,0,1416,390,2939,3965
432,13,TE,1,50,2.6815016326074932e-05,50,0,1461,589,1197,2069
433,13,IN,1,50,2.6815016326074932e-05,50,0,1413,390,2942,3965
434,13,TE,1,50,2.8720159718362152e-05,50,0,1461,589,1197,2069
435,13,IN,1,50,2.8720159718362152e-05,50,0,1409,390,2946,3965
436,13,TE,1,50,3.066303628341213e-05,50,0,1459,588,1199,2070
437,13,IN,1,50,3.066303628341213e-05,50,0,1409,387,2946,3968
438,13,TE,1,50,3.265147045275237e-05,50,0,1456,586,1202,2072
439,13,IN,1,50,3.265147045275237e-05,50,0,1403,387,2952,3968
440,13,TE,1,50,3.469387050113955e-05,50,0,1453,585,1205,2073
441,13,IN,1,50,3.469387050113955e-05,50,0,1401,387,2954,3968
442,13,TE,1,50,3.679424133474234e-05,50,0,1448,583,1210,2075
443,13,IN,1,50,3.679424133474234e-05,50,0,1398,387,2957,3968
444,13,TE,1,50,3.896150178308387e-05,50,0,1447,581,1211,2077
445,13,IN,1,50,3.896150178308387e-05,50,0,1397,386,2958,3969
446,13,TE,1,50,4.1201815323662365e-05,50,0,1443,578,1215,2080
447,13,IN,1,50,4.1201815323662365e-05,50,0,1391,386,2964,3969
448,13,TE,1,50,4.3522270426320884e-05,50,0,1443,577,1215,2081
449,13,IN,1,50,4.3522270426320884e-05,50,0,1387,386,2968,3969
450,13,TE,1,50,4.5930620654174636e-05,50,0,1440,574,1218,2084
